RegionName,City,State,Metro,CountyName,SizeRank,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11
Naples Park,Naples,FL,Naples-Immokalee-Marco Island,Collier County,1566,347900,369000,354900,359500,359950,364500,389000,379000,374900,399450,397000,397000,417900,416400,399900,399900,399000,410000,399900,392000,412250,410000,429450,424000,415000,407450,414000,399949.5,414000,399999,424000,421500,420000,429000,435000,449999,429750,449000,422250,431000,445000,449450,449000,449900,445000,429000,424950,419900,424900,419950,419250,419000,417000,414000,435000,439000,435000,435000,439500
Bellevue,Schenectady,NY,Albany-Schenectady-Troy,Schenectady County,1566,96999,95999.5,99500,99500,97000,92500,91900,89900,89900,89900,89900,85000,84900,82900,84900,84950,84450,83000,82950,81450,84900,83400,79000,76950,79450,79000,72006,74500,85000,91450,95000,89950,97250,96000,93750,94500,89900,91400,94900,90000,90000,82000,85000,85000,99999,99949.5,105000,102449.5,99900,94900,99900,99900,105900,101900,100949.5,92250,92500,96500,99949.5
St. Roch,New Orleans,LA,New Orleans-Metairie,Orleans Parish,1568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159499.5,135450,134900,134900,130000,125000,130000,135132,153950,149900,148000,143999.5,143999.5,148999.5,159000,155000,165000,165000,164000,163000,173250,163000,150000
Wessex Square,Charlotte,NC,Charlotte-Concord-Gastonia,Mecklenburg County,1569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,409950,414900,419900,424999,430000,409900,432450,424900,429900,435000,442450,442450,424000,394950,395000,399500,415000
Strathmore,Syracuse,NY,Syracuse,Onondaga County,1570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124000,119900,119900,129900,122370,114900,117400,110000,109950,109950,117500,119450,119900,124000,122000,107450,105000
North Central,Raleigh,NC,Raleigh,Wake County,1571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490449.5,492500,484950,477462.5,462450,437300,422450,429900,434900,439900,429900,422449.5,424000,444900,449500,427500,419900,399999.5,399000,405950,419900,399250
South Central Beach,Hollywood,FL,Miami-Fort Lauderdale-West Palm Beach,Broward County,1572,360000,362450,360000,379000,379000,375000,389500,399000,374900,385000,389700,379000,379000,379000,375000,379900,369999.5,369900,365000,369900,374950,375000,375000,379000,375000,369283.5,369000,375000,379000,379250,379500,379700,379500,379500,377900,379000,375000,379000,360000,359900,359000,359000,359000,360000,359950,359000,360000,359900,365000,365000,359900,359000,359900,365000,368250,362000,366000,370000,374200
Old Seward-Oceanview,Anchorage,AK,Anchorage,Anchorage Borough,1573,,,334900,337450,334900,349253.5,384500,371000,372250,379450,379000,355000,347600,349900,336750,352900,352900,350000,340000,347700,327000,332500,330000,319900,324400,309900,327700,335000,335000,331900,331900,324900,329450,316000,315950,329000,307950,287000,319450,349900,349900,349450,345000,337450,334950,350000,339000,339000,334900,334900,334900,349900,349950,341250,359950,359975,355500,339000,354500
New Eastside,Chicago,IL,Chicago-Naperville-Elgin,Cook County,1574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,749500,815000,749000,806500,750000,750000,797482.5,789949.5,735000,695000,695000,725000,775000,735000,649000,620000,635000,635000,635000,645000,675000,682500,659500,650000
Chesapeake Beach,Virginia Beach,VA,Virginia Beach-Norfolk-Newport News,Virginia Beach City,1575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,545000,515000,452450,429450,425000,422450,422450,444900,435000,435000,465000,532950,515000,487400,498000
Newell,Charlotte,NC,Charlotte-Concord-Gastonia,Mecklenburg County,1576,,,,,,,,,,,,,,,,,,,,,,,,,,179900,202650,179900,182000,181750,189950,181500,180000,189500,203325,201162.5,204675,203325,214900,220400,214900,213950,220400,190000,194250,206000,189900,185000,178950,182000,195999.5,190000,192000,209000,212500,209900,206750,208325,230000
Meadowlawn,Saint Petersburg,FL,Tampa-St. Petersburg-Clearwater,Pinellas County,1577,129900,131900,134250,132249.5,126900,139750,139900,156950,147500,157000,148950,149900,150000,139900,149869,159900,158700,149884.5,156449.5,156250,159000,149000,150950,159000,169949.5,169999,175000,185000,190000,189900,185900,184600,179600,198500,201950,194450,189900,189450,199000,194900,199230,220000,225000,235900,224900,206000,219900,225000,219900,219900,209000,222500,248000,222449.5,224900,237450,235000,230000,239950
South Main,Houston,TX,Houston-The Woodlands-Sugar Land,Harris County,1578,,,,,,,,,,,,,,,,,,,,,,,,,,,242900,242900,242900,245000,262450,262000,264500,260250,274500,270900,269900,237450,194900,216500,240000,249000,257000,265000,278000,267950,265000,268500,265000,279000,279900,269950,274750,269900,279900,279900,269900,278000,277000
Carmel,Charlotte,NC,Charlotte-Concord-Gastonia,Mecklenburg County,1579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,471950,499000,525000,486500,424900,424900,465000,519900,525000,495000,447400,459950
Oakville,Watertown,CT,Torrington,Litchfield County,1580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176400,178900,177900,179900,179900,184900,189900,189900,189900.5,184900.5,215000,201720,199900,199900,199900,199900,194950,189950,189900,189450,189900,197900
Fairmount Park,Norfolk,VA,Virginia Beach-Norfolk-Newport News,Norfolk City,1581,144000,137450,137400,146500,148700,147500,149950,167450,157450,145000,143400,137450,139900,130000,129500,130000,129900,138000,127750,135000,149900,160000,150000,175000,158750,179891.5,157500,169950,169000,167900,163500,168000,149950,157900,151500,146200,145000,155000,150000,164950,164950,169950,160000,162405.5,167100,150000,153950,155000,150000,149950,155000,162450,165000,146950,149900,151400,165000,147400,144450
Jungle Terrace,Saint Petersburg,FL,Tampa-St. Petersburg-Clearwater,Pinellas County,1582,164500,152450,154900,162000,169500,164450,162950,169900,189900,167000,160000,156450,159900,184450,183995,169700,160000,164900,165999.5,179000,189550,195000,194900,197450,216000,250000,240000,230000,214900,217400,234900,242900,264900,265000,261200,256200,250000,259900,259900,261200,252400,259900,259950,229900,219450,235450,249900,259700,249500,249500,222449.5,226999.5,250000,254900,249450,255000,243450,252450,265000
Southwest Corridor,Billings,MT,Billings,Yellowstone County,1582,,,,,,,,,,,,,219900,212500,249900,247900,229900,217450,215406,214900,198500,192500,184900,188900,199000,206950,238450,231500,223900,219000,199000,189900,204950,209900,246700,246700,249950,252450,254950,248450,244900,229900,209900,205000,199850,199850,194900,201900,206900,194500,194500,194950,199200,209000,209900,194900,184900,189900,189450
Sunbeam,Jacksonville,FL,Jacksonville,Duval County,1584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272500,259000,259900,259450,265000,259700,259000,259700,259000,269000,247000,247000,269000,266490,267990,263000,240000,239900,244547,247350,254926.5
Imperial Point,Fort Lauderdale,FL,Miami-Fort Lauderdale-West Palm Beach,Broward County,1585,,,,,,,,,,,,,,,,,,,,,,,,,,331150,349000,329900,319000,339000,3.00E+05,285000,282450,269000,265000,257450,267000,282450,284950,288000,309000,334900,329000,339900,329000,369000,369950,320000,322500,325000,329900,335000,304950,319450,329000,319000,269000,259450,299900
Big Woods,Aurora,IL,Chicago-Naperville-Elgin,Kane County,1586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322450,272450,282000,292400,304900,284472.5,319900,277450,269000,299000,329950,325000,339800,335000,304999.5,282450,275000,301449.5,289925,277000,283000
Hill Valley,Indianapolis,IN,Indianapolis-Carmel-Anderson,Marion County,1587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194900,199950,2.00E+05,189900,187450,183500,174900,170000,181200,174950,183000,179900,177400,180000,195000,194900,199900,189900,187450,197400
North City,Shoreline,WA,Seattle-Tacoma-Bellevue,King County,1588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,565750,579950,599500,638888,620000,599995,586944,599950,599950,610000,617500,604500,591975,580000,569500,595000,599950,629950
Arlington Hills,Jacksonville,FL,Jacksonville,Duval County,1588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155750,147000,154999,149900,143000,149900,149900,158000,159000,158500,150000,153000,153000,165000,165000,177450,175000,172450,179948.5,179000,171249.5,171249.5,165000,167000
Downtown,Norfolk,VA,Virginia Beach-Norfolk-Newport News,Norfolk City,1590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237000,233000,220000,229000,233500,224500,216950,204950,212450,216500,222400,219450,216900,216900,220000,235000,225000,229000,225000,220000,219850,215000,218000,214900,214900
Trinidad,Washington,DC,Washington-Arlington-Alexandria,District of Columbia,1591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,609000,575000,569000,569000,569900,569000,604000,599000,549900,569990,625000,649999.5,650000,631750,624900,585000,575000,575000,599450,575000
Foothills,Henderson,NV,Las Vegas-Henderson-Paradise,Clark County,1591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380000,375000,375000,359900,349900,386700,369950,380000,362500,369990,365000,362450,409999,409900,399900,386000,373922.5,380390
Branford Center,Branford,CT,New Haven-Milford,New Haven County,1593,,,,,,,,,,,,,,,,,,,,,,,,,,,254500,264900,289900,289900,299000,299900,289900,269900,269900,279000,299000,321950,269000,269000,269000,269450,315000,289000,289000,315000,310000,319900,297000,297000,293000,297000,299000,295000,289900,292000,3.00E+05,299900,280000
Townsite,Henderson,NV,Las Vegas-Henderson-Paradise,Clark County,1593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00E+05,2.00E+05,201000,202000,225000,237000,229999,205000,225000,210000,2.00E+05,205999,209900,213000,233000,232000,239998,256950,263195,260745,251447.5,249997.5
Gateway West,Sacramento,CA,Sacramento--Roseville--Arden-Arcade,Sacramento County,1595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330000,328951,337250,394000,389000,375000,372000,356500,379000,366000,382499.5,394000,385000,379000,378000,369900,360000,355000,355000,355000,360000,357000,352500,360397.5,365000,365000,364900,374900,374794,369850,370000
North Monroe,Monroe,LA,Monroe,Ouachita Parish,1596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325000,324900,324900,317000,324500,295000,289000,285000,275500,275000,272000,268000,255000,272750,269000,269000,269000,269000,277000,275000,269450,268000,279950,280000,277000,249000,261950
South Salem,Town Of Lewisboro,NY,New York-Newark-Jersey City,Westchester County,1597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,699499.5,695000,699000,749000,664450,672450,677000,654000,679000,649000,629000,649000,627000,639000,662000,650000,650000,697000,654000,649000,649000,649000
Johnston Rd.-McAlpine,Charlotte,NC,Charlotte-Concord-Gastonia,Mecklenburg County,1598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190900,189900,195000,178000,182450,180000,168750,160794.5,167500,170140,172780,170140,195000,197400,202450,210000,205000,2.00E+05,216000,217500
Lincroft,Middletown Township,NJ,New York-Newark-Jersey City,Monmouth County,1599,572000,599000,589000,599450,599900,595000,592450,619000,619000,614499.5,599000,614499.5,629999,629999,614000,604999.5,604999.5,632499.5,614949.5,632499.5,649450,624900,606200,618700,606200,598945,589450,579000,629999,631071,622500,575150,627450,565000,593745,599900,606272.5,625000,629990,629994.5,649000,674900,649900,599900,614000,602563,616325,629945,659495,619990,619990,619990,642450,659990,657490,649000,639450,639450,663490
James City,New Bern,NC,New Bern,Craven County,1600,169900,169900,169950,170000,172075,169700,163250,157950,155950,152500,150000,150000,149750,148250,155950,157900,160000,167400,164950,164400,169950,167950,173750,179900,179900,194700,194700,194900,194900,194900,184950,185000,184900,184900,174950,175000,174950,178000,169900,174500,172500,172000,171450,169900,180000,189900,180000,176500,182500,189900,194950,210000,180000,180000,190000,189500,199000,208000,239900
Valencia West,Tucson,AZ,Tucson,Pima County,1600,173900,169990,177000,175000,179850,179900,179900,181900,181600,182350,183900,183650,184400,175000,175000,175000,177500,179900,176450,176450,175655,183400,184300,185400,186600,189900,190000,189900,189900,189950,190900,193990,192200,190000,192900,192500,190995,193995,195000,196450,194445,194800,194800,196350,199945,196450,193385,197500,200990,200990,200495,205495,203900,197764,199950,215050,222777,224945,218450
Marstons Mills,Barnstable,MA,Barnstable Town,Barnstable County,1602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,452200,479950,469450,435000,429000,439000,5.00E+05,499000,475000,442000,474900,435000,465000,459999,469000,467450,454900,459900,439000,449000,439000
Carmel Hamlet,Town Of Carmel,NY,New York-Newark-Jersey City,Putnam County,1603,465990,469990,467995,466579.5,466990,429900,434450,466990,475000,465604.5,467495,467495,465990,434450,461874.5,469000,469010,469990,457500,429000,429900,389900,399000,359500,369000,364000,369990,369990,379500,369990,394950,411990,425000,444990,469500,479999,489495,489990,487000,477000,487000,427000,464900,499945,465000,449000,439000,450000,444450,419999.5,399450,399000,399450,399000,399900,398000,389000,374900,389900
Woolmarket,Biloxi,MS,Gulfport-Biloxi-Pascagoula,Harrison County,1604,248900,248900,248900,249400,228950,230000,227900,235000,244900,235450,235400,228400,226450,215540,209990,215040,223950,229900,226450,222450,215000,223950,242650,239250,239500,239450,253400,246825,248175,247000,240900,247350,247400,246775,246200,245550,242900,250449.5,242900,245925,249900,249400,250000,257900,266900,267000,267275,267650,268421,266050,266475,266900,267750,266725,264655,265655,265900,268925,263900
Liberty Park,Waterloo,IA,Waterloo-Cedar Falls,Black Hawk County,1604,106900,108500,108500,105950,105000,109350,108800,99450,97450,94900,96900,98900,96900,93900,104900,99875,103900,107700,107500,112000,110000,105750,105000,104500,102000,101750,104000,99999,107450,99999,109900,107000,104900,104900,106750,101225,95725,97500,99500,104500,108000,103500,99500,97450,99500,99500,95750,92500,98750,95000,107950,109000,115400,110000,109900,108900,109999.5,109900,114900
Childs Park,Saint Petersburg,FL,Tampa-St. Petersburg-Clearwater,Pinellas County,1606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122000,115000,117000,99000,85000,85000,92450,99000,99000,115000,112483,115000,105000
Stoneridge,Roseville,CA,Sacramento--Roseville--Arden-Arcade,Placer County,1607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,638227.5,624900,679500,659925,664725,669475,649000,609900,554950,599000,580000,594900,585000,609000,604450,615596,609925,599900,639450,589900,634500
South Delridge,Seattle,WA,Seattle-Tacoma-Bellevue,King County,1608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375000,418000,430000,429000,444500,439000,424000,439000,468000,475000,519000,527475,5.00E+05,495000,499974.5,497000,475000,465000,439000
Hillcrest,Little Rock,AR,Little Rock-North Little Rock-Conway,Pulaski County,1609,249900,229500,219900,209950,229700,229950,229700,229900,238700,229450,239250,239000,239000,229500,239900,239450,249900,247400,258000,249400,239900,232450,229250,202950,220000,215000,225000,215900,234950,232400,232450,242500,259000,259900,259250,275000,257000,249000,244950,248500,249500,250000,249975,267000,267000,245000,239900,234000,239500,220000,220000,229900,239900,246750,243200,235000,239900,250000,250000
Julington Creek,Jacksonville,FL,Jacksonville,Duval County,1610,299900,294950,275950,276900,291425,299450,314950,289000,292950,295950,311475,306950,318450,309500,309500,299900,311400,312900,299450,299000,289450,282400,285000,279450,269900,283000,288400,289900,299000,309000,307000,320995,349000,335000,337450,339900,340000,339900,335000,335000,329000,321900,314900,304850,299900,299000,309900,312000,312000,319900,302450,299999,309950,316650,309900,304900,317250,319500,339900
The Island,Venice,FL,North Port-Sarasota-Bradenton,Sarasota County,1611,394465,399950,4.00E+05,399900,410000,4.00E+05,4.00E+05,399900,399900,399900,404485,425000,417500,425000,430000,420000,399000,394750,399450,399450,424900,424950,419000,439900,407500,439000,419900,429400,449450,449900,449000,429900,440000,434500,429950,4.00E+05,4.00E+05,419500,424500,429899.5,429449.5,419900,409950,414900,402500,408000,409950,414900,439450,450000,449000,436950,429900,429000,427000,424950,395000,422500,427000
Cherry-Guardino,Fremont,CA,San Francisco-Oakland-Hayward,Alameda County,1612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,725000,738900,739000,687500,699000,765000,799000,859500,860000,815900,798000,798000,740000,748000
View Ridge-Madison,Everett,WA,Seattle-Tacoma-Bellevue,Snohomish County,1612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374750,387450,399900,425000,425000,399450,399200,399200,399200,399900,395000,395750,414875,417500,425000,425000,425000,419000,420000
Hilton Head Plantation,Hilton Head Island,SC,Hilton Head Island-Bluffton-Beaufort,Beaufort County,1614,452000,454000,449000,414950,429900,439000,439000,429950,429700,432500,432500,425000,425000,445000,449000,452500,457250,459500,469000,449000,449450,459950,460000,479000,478000,474950,469000,469000,469000,449900,449450,449000,459000,475000,474900,479000,471950,479000,479000,475000,476500,469000,469900,475000,499000,475000,469950,460000,460000,459500,464500,464500,475500,482250,499999.5,499900,499999,499000,490000
